['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['67byE7yC5ljfL8ZVpqU18r', 'https://p.scdn.co/mp3-preview/70d75e5f869ae14ab0c90e33a9279154746372ec?cid=802d45d459874f0386ed3e9c79d0c6df', 'Barbara Breeze', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 12]
['58elW86cEo9UysJLIVg63x', 'https://p.scdn.co/mp3-preview/60b54ebb059ae877a5057e1069656d3af4abfe6c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Playa Nueva', 'Trash Like Us', 'Lexy & K-Paul', 2]
['2yzkFr8AVw3BKJoztYyXNR', 'https://p.scdn.co/mp3-preview/c2059929372d493eeb9fe26ea6947535ab08dc60?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Edge', 'Trash Like Us', 'Lexy & K-Paul', 11]
['1V4JoJH6eAwoLPdGhbZy07', 'https://p.scdn.co/mp3-preview/fcf1a9a49ab299eb1a4e899f312ce1c66a992d76?cid=802d45d459874f0386ed3e9c79d0c6df', 'Outro', 'Trash Like Us', 'Lexy & K-Paul', 0]
['5KAvPKpjE9bt5xtyOye6me', 'https://p.scdn.co/mp3-preview/167399439df49b60b5fdb2953396c648ce071521?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lost In You', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 8]
['2FB9iordUHqbnIYpTYCp0i', 'https://p.scdn.co/mp3-preview/b0b6c678ecb75436b1a6b75a1827c57e63f0a640?cid=802d45d459874f0386ed3e9c79d0c6df', 'Fly', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 1]
['1sn0ZEOyucCO3Xn1JzX6Sd', 'https://p.scdn.co/mp3-preview/2b3b8c2460547ed9453dc1a62eed3fe7de391ea2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Happy Zombies', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 7]
['62dIMsVgtZKRggafTgnXie', 'https://p.scdn.co/mp3-preview/fb29b436d985d69725848da7407d96667d3c6931?cid=802d45d459874f0386ed3e9c79d0c6df', 'Das Fröhliche Lied', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 1]
['1MYxYmqS1G5pVQAptI0ben', 'https://p.scdn.co/mp3-preview/2207e27a70b883676c26a6ada6df87ae612f1d4c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Unbelievable', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 1]
['2VviOKiIYWepQIILtj8f6A', 'https://p.scdn.co/mp3-preview/19ee65b59bdb585b003b06e73f101e86ee020a7c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ponyboy - Remix', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 1]
['1Mug7jls4DgWe8V0QEbgBA', 'https://p.scdn.co/mp3-preview/db503db6833b36ba596c0c2bbdce0ff17939ff70?cid=802d45d459874f0386ed3e9c79d0c6df', 'Obst Und Karate', 'Trash Like Us (Limited Edition)', 'Lexy & K-Paul', 1]
['65eajytCxQHThBh8J4uiG5', 'https://p.scdn.co/mp3-preview/8452b0ea0f41fa624bc26c1d265e7afc2cae3d4e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ne Sekunde Sommer', 'Ne Sekunde Sommer', 'Leyk & Lockvogel', 31]
['29JrmE89KgRyCxBIzq2Ocw', 'https://p.scdn.co/mp3-preview/f19671ddd320a8837180f4418aea197d2e9b0fd2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Strip That Down (feat. Quavo)', 'LP1', 'Liam Payne', 70]
['2qxrGDWh1qXWXJ1DbbxAEu', 'https://p.scdn.co/mp3-preview/8b503ea76d9b05a2043a8b67442975499f9ea3d5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Knock On Wood - 1985 7" Remix', 'Knock On Wood: The Anthology', 'Amii Stewart', 54]
['7GboWlP5IY96xcdF74floZ', 'https://p.scdn.co/mp3-preview/abfb9856ba8fd355aeb3499ff4776997f928dbd4?cid=802d45d459874f0386ed3e9c79d0c6df', "Love Is The Answer - Tedd Patterson's Dub Is The Answer", 'Love Is The Answer', 'Amine Edge & DANCE', 7]
['0sObxZUKqdPfgjG9ahSlP5', 'https://p.scdn.co/mp3-preview/759a2cb961e6be485e72bd487f340fb37a79b12c?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Pursuit Of Vikings', 'Fate of Norns', 'Amon Amarth', 59]
['00FuOCmghgctxEsVVMGKDk', 'https://p.scdn.co/mp3-preview/35d58cb6345e02aaae020fe13fe0bfd121412ce9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Crack the Sky', 'Berserker', 'Amon Amarth', 43]
['0UzhWantC3SRDwpNA6ygXt', 'https://p.scdn.co/mp3-preview/5bab855be914484403d6c1eb8dc38de804c76efe?cid=802d45d459874f0386ed3e9c79d0c6df', 'Death in Fire', 'Versus the World (Bonus Edition)', 'Amon Amarth', 45]
['1hk3KoGI5WlLbSvE3u88hR', 'https://p.scdn.co/mp3-preview/96879b04e602634e937931e09bc38b2ac6ce18f2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tattered Banners And Bloody Flags', 'Twilight Of The Thunder God', 'Amon Amarth', 50]
['6LzZ1ipLLqDhi15FMjadwa', 'https://p.scdn.co/mp3-preview/6c1a7e73976e06cc60c16ef56bdc0c3724abb57d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ride For Vengeance', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 28]
['49TEmV5RCVw0jY0xFzRfKi', 'https://p.scdn.co/mp3-preview/7e1d2fe841732072975350bf29c6d51b18b9cf28?cid=802d45d459874f0386ed3e9c79d0c6df', "The Dragons' Flight Across The Waves", 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 28]
['5Qco7uSsgooXuADso0DvLk', 'https://p.scdn.co/mp3-preview/fa9fcc3b634ca1b182cda17807ac2ca0c8e7d9ff?cid=802d45d459874f0386ed3e9c79d0c6df', 'Without Fear', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 27]
['680deUU8rj3yNWh2sxvOBF', 'https://p.scdn.co/mp3-preview/71b2ed91cef9254deef97e3da29c0c9466abca95?cid=802d45d459874f0386ed3e9c79d0c6df', 'Victorious March', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 35]
['2f2EbaH1y8URzgVuLenw2u', 'https://p.scdn.co/mp3-preview/f6a8b9be828feb50fe9724b29330e893093825a0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Friends Of The Suncross', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 27]
['4Rwqdr5q5bflcRj1ZxxjOX', 'https://p.scdn.co/mp3-preview/43f292ccdd4fb448f3cadf7582a401f06d1e2147?cid=802d45d459874f0386ed3e9c79d0c6df', 'Abandoned', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 24]
['6JIwCs47lQV16vccgNi9iv', 'https://p.scdn.co/mp3-preview/d8eac0373178f394b0d7503be620b88c3464aeeb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Amon Amarth', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 28]
['6uBYLxrBnW1TNmP0y5M8bv', 'https://p.scdn.co/mp3-preview/fd1057c0e8c49b13d3d8477190afc51d855f0749?cid=802d45d459874f0386ed3e9c79d0c6df', 'Once Sent From The Golden Hall', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 24]
['24NBFTkPM2oE3XvIwax2nw', 'https://p.scdn.co/mp3-preview/5c82d1f55e942a5e86970869fc48937b866ca207?cid=802d45d459874f0386ed3e9c79d0c6df', 'Siegreicher Marsch ( Victorious March - Bonus Track)', 'Once Sent From The Golden Hall (Bonus Edition)', 'Amon Amarth', 28]
['41cv5ZI3XN5B18Cb6o7FEH', 'https://p.scdn.co/mp3-preview/39c4f4b7d643a2f462d3c3d7c8fc33f0de1cf302?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bleed For Ancient Gods', 'The Avenger (Bonus Edition)', 'Amon Amarth', 27]
['5k9l3fx4TDkirnMb4GlWWz', 'https://p.scdn.co/mp3-preview/77a3ae446f4856c9ea5fb8c7cf677ca5cedd41d6?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Last With Pagan Blood', 'The Avenger (Bonus Edition)', 'Amon Amarth', 26]
['5Ino3MH7AEpCYsOPvKT4zY', 'https://p.scdn.co/mp3-preview/87b2a608772dae699a5e591b42fdb8d52f7c8527?cid=802d45d459874f0386ed3e9c79d0c6df', 'North Sea Storm', 'The Avenger (Bonus Edition)', 'Amon Amarth', 23]
['6158kczg5ijf7c5zNgEGGf', 'https://p.scdn.co/mp3-preview/e1252eaa77a9da28ecdbaf52ac8a088369961ab9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Avenger', 'The Avenger (Bonus Edition)', 'Amon Amarth', 23]
['0ntmUJrx1sCVROZXFETuPR', 'https://p.scdn.co/mp3-preview/3c0dac387f8348cff21523b3170c4492fec0ce1b?cid=802d45d459874f0386ed3e9c79d0c6df', 'God, His Son And Holy Whore', 'The Avenger (Bonus Edition)', 'Amon Amarth', 24]
['49GrAZAi7sxhTa65uwmFJR', 'https://p.scdn.co/mp3-preview/7aa18f554cf90045a100d847200c8934b2a4feef?cid=802d45d459874f0386ed3e9c79d0c6df', 'Metalwrath', 'The Avenger (Bonus Edition)', 'Amon Amarth', 23]
['5xzvvrNnAZLt1E6meq1zOG', 'https://p.scdn.co/mp3-preview/fcc63a29d9c221348044390e3df5aca11f96c590?cid=802d45d459874f0386ed3e9c79d0c6df', 'Legend Of A Banished Man', 'The Avenger (Bonus Edition)', 'Amon Amarth', 23]
['68prqqqkl46OhsBmq1zkzw', 'https://p.scdn.co/mp3-preview/9e680147cd13cf6c8b7fd95cdec743807aa277e6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Thor Arise (Bonus Track)', 'The Avenger (Bonus Edition)', 'Amon Amarth', 21]
['35Jy9f0qjZuQGoHEujSTXl', 'https://p.scdn.co/mp3-preview/5b18651e8e770e27a79ee3dbaef739287fdbe344?cid=802d45d459874f0386ed3e9c79d0c6df', 'An Ancient Sign Of Coming Storm', 'Fate of Norns', 'Amon Amarth', 39]
['61iRolTPqF51fdmI8D63zd', 'https://p.scdn.co/mp3-preview/9fb624f3626fbddf0e5ecca6a574af4483f21c75?cid=802d45d459874f0386ed3e9c79d0c6df', 'Where Death Seems To Dwell', 'Fate of Norns', 'Amon Amarth', 31]
['0sObxZUKqdPfgjG9ahSlP5', 'https://p.scdn.co/mp3-preview/759a2cb961e6be485e72bd487f340fb37a79b12c?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Pursuit Of Vikings', 'Fate of Norns', 'Amon Amarth', 59]
['0sObxZUKqdPfgjG9ahSlP5', 'https://p.scdn.co/mp3-preview/759a2cb961e6be485e72bd487f340fb37a79b12c?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Pursuit Of Vikings', 'Fate of Norns', 'Amon Amarth', 59]
['3EGTB5n01zmMV0yMHJNejL', 'https://p.scdn.co/mp3-preview/a6884a126add1c692437bca8abf19808f5e612ec?cid=802d45d459874f0386ed3e9c79d0c6df', 'Valkyries Ride', 'Fate of Norns', 'Amon Amarth', 32]
['4x3CQY7rS2NTnN8wNrdiBZ', 'https://p.scdn.co/mp3-preview/d049b8c4a76f452fc3545694d8e850ace48a6e56?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Beheading Of A King', 'Fate of Norns', 'Amon Amarth', 32]
['7KQLRRp0XRgfZr8ndzPsPR', 'https://p.scdn.co/mp3-preview/d9f637c159261666d5abbb2410252bbe4c0e0d0a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Arson', 'Fate of Norns', 'Amon Amarth', 30]
['4fn62OjLXU0DTtK7e5BlR9', 'https://p.scdn.co/mp3-preview/1b69b511bcfcce0663f1e2878c07f36be25a2435?cid=802d45d459874f0386ed3e9c79d0c6df', 'Once Sealed In Blood', 'Fate of Norns', 'Amon Amarth', 29]
['52K9hPgwr3RoF3c4FVJZU5', 'https://p.scdn.co/mp3-preview/ea9a3d03631638e7d51e38c94102ce3c8a9ed2a5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Valhall Awaits Me', 'With Oden On Our Side', 'Amon Amarth', 45]
['5TiDg5EpGO1jWpvn6dRK40', 'https://p.scdn.co/mp3-preview/ed133af933fa949c6357cc879e05e8ddace5d78b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Runes To My Memory', 'With Oden On Our Side', 'Amon Amarth', 44]
['6V4TIHjP3ye7WI5wgsqaqM', 'https://p.scdn.co/mp3-preview/c2b84c0d6de9e2efdf3af342a8c69d1cd4f93f8b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Asator', 'With Oden On Our Side', 'Amon Amarth', 38]
['7kVDBjbK8I73acCoaAbMi5', 'https://p.scdn.co/mp3-preview/0a2043093bbcdc709ebb8f8e70ecf246cff67944?cid=802d45d459874f0386ed3e9c79d0c6df', 'Gods Of War Arise', 'With Oden On Our Side', 'Amon Amarth', 43]
['20YxWoyscYi0aIVXNlTpt5', 'https://p.scdn.co/mp3-preview/181f80d6e666730edad68774f205b6ec1295c6ad?cid=802d45d459874f0386ed3e9c79d0c6df', 'With Oden On Our Side', 'With Oden On Our Side', 'Amon Amarth', 42]
['1Fj3SwH4PwLL0N1y6e0ojz', 'https://p.scdn.co/mp3-preview/2725050c5730596f1c59f1bf01f659999fd68c35?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Of The Black Birds', 'With Oden On Our Side', 'Amon Amarth', 48]
['1098u0kZGMbAlggh8sjKTW', 'https://p.scdn.co/mp3-preview/c9539b9099a18ba15f085de18757eb06ac134aa5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Under The Northern Star', 'With Oden On Our Side', 'Amon Amarth', 44]
['1gONRhG3hPrhREOYbhkrra', 'https://p.scdn.co/mp3-preview/61a1b9b2e81066fc4dec2f7c0fe41397aa468db9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Prediction Of Warfare', 'With Oden On Our Side', 'Amon Amarth', 36]
['5u3l2TONYacJgmRPQVaF9y', 'https://p.scdn.co/mp3-preview/f4c98819f1961be5a7c77c338b116d56af3d8516?cid=802d45d459874f0386ed3e9c79d0c6df', 'Twilight Of The Thunder God', 'Twilight Of The Thunder God', 'Amon Amarth', 64]
['5Dx8DhETu8DryPg4ap0DDc', 'https://p.scdn.co/mp3-preview/4d09450f5e6b086f6cd3373e8e0e32b4bf359458?cid=802d45d459874f0386ed3e9c79d0c6df', 'Free Will Sacrifice', 'Twilight Of The Thunder God', 'Amon Amarth', 49]
['2DR9AzDhYeStkHupvU08FC', 'https://p.scdn.co/mp3-preview/b996d9fa2e7460c31dd8713aa14d04f3f7ba75b7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Guardians Of Asgaard', 'Twilight Of The Thunder God', 'Amon Amarth', 60]
['7sW6sWJxVBT65FPLHgRYUT', 'https://p.scdn.co/mp3-preview/beaa3327745ba19a73732d93b254080742657ae2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Where Is Your God?', 'Twilight Of The Thunder God', 'Amon Amarth', 42]
['1Vps9IVy4MXNzBNrzlkAiB', 'https://p.scdn.co/mp3-preview/b4c0568bd209367f4a3f30edd72a8cc07453385f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Varyags Of Miklagaard', 'Twilight Of The Thunder God', 'Amon Amarth', 46]
['1hk3KoGI5WlLbSvE3u88hR', 'https://p.scdn.co/mp3-preview/96879b04e602634e937931e09bc38b2ac6ce18f2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tattered Banners And Bloody Flags', 'Twilight Of The Thunder God', 'Amon Amarth', 50]
['1wE9SZ9tLHyVIkGwDGpvv5', 'https://p.scdn.co/mp3-preview/fc1bea5a53187f42ac61495ca1b942693c6f3865?cid=802d45d459874f0386ed3e9c79d0c6df', 'No Fear For The Setting Sun', 'Twilight Of The Thunder God', 'Amon Amarth', 40]
['3fTwPebsGs7q0rOrFkuwrF', 'https://p.scdn.co/mp3-preview/7f420c5ea4e9de581bbb3adbc95d31fccd344895?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Hero', 'Twilight Of The Thunder God', 'Amon Amarth', 42]
['12ZmgHSXxzQKXetOIstzcT', 'https://p.scdn.co/mp3-preview/415959816b803335746de1dd122dee593e888b15?cid=802d45d459874f0386ed3e9c79d0c6df', 'Live For The Kill', 'Twilight Of The Thunder God', 'Amon Amarth', 46]
['0neBDiKwSS6L67sFNwQapy', 'https://p.scdn.co/mp3-preview/8cd4ce10a73bbce59390102ffeb47272fc77c515?cid=802d45d459874f0386ed3e9c79d0c6df', 'Embrace The Endless Ocean', 'Twilight Of The Thunder God', 'Amon Amarth', 43]
['2bBUHwOa8alimc1TiXg1oY', 'https://p.scdn.co/mp3-preview/15c1140e5953ba7f078156e3e6ed7d46bf7ef8e5?cid=802d45d459874f0386ed3e9c79d0c6df', 'War of the Gods', 'Surtur Rising', 'Amon Amarth', 53]
['5Yq6o938MU67LT4XeqjiTT', 'https://p.scdn.co/mp3-preview/6787dd13d2ad21823bcaee31f25dd61b0b431897?cid=802d45d459874f0386ed3e9c79d0c6df', 'Destroyer of the Universe', 'Surtur Rising', 'Amon Amarth', 49]
['6yAUrVz7lqE8rW5cf5f740', 'https://p.scdn.co/mp3-preview/cd394bd93119c14d10b064d8823753c773bf549e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Slaves of Fear', 'Surtur Rising', 'Amon Amarth', 42]
['6VhojS7vct8ezVYpJpsORF', 'https://p.scdn.co/mp3-preview/c4a2bf1cf4ffe7447568727984805ca951dfbff5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Live Without Regrets', 'Surtur Rising', 'Amon Amarth', 37]
['3UIL0jPUxpyR24fN1TxL4v', 'https://p.scdn.co/mp3-preview/30d0b56cd97a236f28d9074cac51a918dcedaac8?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Last Stand of Frej', 'Surtur Rising', 'Amon Amarth', 36]
['5gpvRr1QOy1GBbnbjsq9O4', 'https://p.scdn.co/mp3-preview/6ffb244e03cdc988151f9716b9a3edff66372502?cid=802d45d459874f0386ed3e9c79d0c6df', 'For Victory or Death', 'Surtur Rising', 'Amon Amarth', 42]
['1g6IvvUDniwnfnLpJgT3AO', 'https://p.scdn.co/mp3-preview/b87ee51e89ec99c269f484045b337f63f84b2964?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wrath of the Norsemen', 'Surtur Rising', 'Amon Amarth', 38]
['6Jfy5qJPqMiFzBuIl7hYul', 'https://p.scdn.co/mp3-preview/2c114a40a9dd63954a11460480dc8287e759e301?cid=802d45d459874f0386ed3e9c79d0c6df', 'A Beast Am I', 'Surtur Rising', 'Amon Amarth', 35]
['0qMd7wz2AXo4Uz6B0i5TsG', 'https://p.scdn.co/mp3-preview/af5749ceff761c9ac876ab24be761110e082a08c?cid=802d45d459874f0386ed3e9c79d0c6df', 'Doom Over Dead Man', 'Surtur Rising', 'Amon Amarth', 35]
['0qAi6FKsbiGXAkk6Sx4mVn', 'https://p.scdn.co/mp3-preview/ec425d632b4fcf87824e3f532c5ecaa3da65ff72?cid=802d45d459874f0386ed3e9c79d0c6df', 'Aerials', 'Surtur Rising', 'Amon Amarth', 48]
['7rb8JRuyMqJSBOSoaFMtCY', 'https://p.scdn.co/mp3-preview/93bca3f3cee7a2c871e8c4c87911f6705de225c2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Deceiver of the Gods', 'Deceiver of the Gods', 'Amon Amarth', 50]
['3HzBawJeXBjSTwhr38Zn1D', 'https://p.scdn.co/mp3-preview/30f07ee63ac50c6e0cc24d3a74691e9e378fbf85?cid=802d45d459874f0386ed3e9c79d0c6df', 'As Loke Falls', 'Deceiver of the Gods', 'Amon Amarth', 45]
['6nA58BRSZAcNHAv9temAGA', 'https://p.scdn.co/mp3-preview/2f45be5ade885c8cd56049b894be250bf9eeb469?cid=802d45d459874f0386ed3e9c79d0c6df', 'Father of the Wolf', 'Deceiver of the Gods', 'Amon Amarth', 45]
['7jcCt0VtoIsQ1rIcITvplO', 'https://p.scdn.co/mp3-preview/588f95028a7eef1ad8740ad6720d3a5131123599?cid=802d45d459874f0386ed3e9c79d0c6df', 'Shape Shifter', 'Deceiver of the Gods', 'Amon Amarth', 41]
['4FU1idZWgf2jxWHo7YtAMI', 'https://p.scdn.co/mp3-preview/0b6914a912c1943d12cd30aa6ecc62f61477cb13?cid=802d45d459874f0386ed3e9c79d0c6df', 'Under Siege', 'Deceiver of the Gods', 'Amon Amarth', 35]
['66r1bdrSA8z0yG9ucM0IIX', 'https://p.scdn.co/mp3-preview/140480e1e583b0950f591911ea560fb441e6a4ac?cid=802d45d459874f0386ed3e9c79d0c6df', 'Blood Eagle', 'Deceiver of the Gods', 'Amon Amarth', 43]
['6UGUrm13qzlMGj69gJP4nj', 'https://p.scdn.co/mp3-preview/d04716f0821de7bd2f31f82bf8c55aa2f8332e74?cid=802d45d459874f0386ed3e9c79d0c6df', 'We Shall Destroy', 'Deceiver of the Gods', 'Amon Amarth', 44]
['2a3ZCoexhie7dxcdNZnArv', 'https://p.scdn.co/mp3-preview/9eb67c18bec5cb596bddafc228fee6004220facc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hel', 'Deceiver of the Gods', 'Amon Amarth', 34]
['5lxwA7AdXjESdJx3gmQdVT', 'https://p.scdn.co/mp3-preview/15ffaf228178ae310e89b0a6517a8b6c1eaf84ca?cid=802d45d459874f0386ed3e9c79d0c6df', 'Coming of the Tide', 'Deceiver of the Gods', 'Amon Amarth', 34]
['4OlmJF9lby4A859arrCqs0', 'https://p.scdn.co/mp3-preview/83e01b07306ba2866c1d053b01e479e191b46da5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Warriors of the North', 'Deceiver of the Gods', 'Amon Amarth', 37]
['7wVdKwd0CZkzLT2cRcTSqz', 'https://p.scdn.co/mp3-preview/4969563a0769164c7553acc7118abe996ba6f10e?cid=802d45d459874f0386ed3e9c79d0c6df', 'First Kill', 'Jomsviking', 'Amon Amarth', 43]
['2bMF1PFoTZYZPEjDCnlKgx', 'https://p.scdn.co/mp3-preview/3cd0b4274f30ee4857bb028987ef585f0fc35d55?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wanderer', 'Jomsviking', 'Amon Amarth', 39]
['5URG5D3wAJXkfSg8seFReL', 'https://p.scdn.co/mp3-preview/79171b9dd4a0ca9f4c92487b20c62ec364b4ac80?cid=802d45d459874f0386ed3e9c79d0c6df', 'On a Sea of Blood', 'Jomsviking', 'Amon Amarth', 40]
['51IAzqhjNWRJVcpqFL4h55', 'https://p.scdn.co/mp3-preview/33ec11bf024885c6a7198bb1be7de443d1b19fab?cid=802d45d459874f0386ed3e9c79d0c6df', 'One Against All', 'Jomsviking', 'Amon Amarth', 36]
['6ypKaenmVXMCXvlkfYOpjf', 'https://p.scdn.co/mp3-preview/b4c9db2df763553ebadec6a02f6f8007acff70a0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Raise Your Horns', 'Jomsviking', 'Amon Amarth', 54]
['19zT5M46RioXTv0PzU22Hb', 'https://p.scdn.co/mp3-preview/8c37df218b7f4b6ee2b6d6cdc20951ba87acf428?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Way of Vikings', 'Jomsviking', 'Amon Amarth', 45]
['4jdtTRrU1PAkCOw5JY6m25', 'https://p.scdn.co/mp3-preview/2dcd2f06b16a4e00eaef3bef0d6334adfcafcf11?cid=802d45d459874f0386ed3e9c79d0c6df', "At Dawn's First Light", 'Jomsviking', 'Amon Amarth', 39]
['4Uou9c1Unfex53b0kzMCta', 'https://p.scdn.co/mp3-preview/9b4b0066f47e541b4859d343c2adb659931f5782?cid=802d45d459874f0386ed3e9c79d0c6df', 'One Thousand Burning Arrows', 'Jomsviking', 'Amon Amarth', 35]
['3QKEiCO5QCuUyV6B35YCbc', 'https://p.scdn.co/mp3-preview/33d5bcf2c8e5bd2b88824db15f8e0efa7f2a0082?cid=802d45d459874f0386ed3e9c79d0c6df', 'Back on Northern Shores', 'Jomsviking', 'Amon Amarth', 34]
['6gG2mSf71c2jGP1xmXj4LI', 'https://p.scdn.co/mp3-preview/c70e0d096aa42a6f6433896d510cdcd6d087f4c1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bad Blood', 'Under The Red Cloud', 'Amorphis', 36]
['7iWTV4w2vTse1o83uqYeu5', 'https://p.scdn.co/mp3-preview/4b8c9211e48ce91d26fb4000cc9c046818fc8248?cid=802d45d459874f0386ed3e9c79d0c6df', 'House Of Sleep', 'Eclipse', 'Amorphis', 50]
['2MYVKTjT1xknuEyaWCngA6', 'https://p.scdn.co/mp3-preview/ca94d9df97febda5caa974bec0606d52c7596f94?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Bee', 'Queen of Time', 'Amorphis', 51]
['6WJdKgcsYMiRqJ7EgFT2a0', 'https://p.scdn.co/mp3-preview/f68a05388150d71faebda107d4c818de5bac8aac?cid=802d45d459874f0386ed3e9c79d0c6df', 'White Night', 'Under The Red Cloud', 'Amorphis', 25]
['5OR7DfuvwVyydNQRsx6Cce', 'https://p.scdn.co/mp3-preview/59a60b813b5915d2d64ed0055657224620df4a83?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wrong Direction', 'Queen of Time', 'Amorphis', 45]
['3HdDHfa8IxaPK4jdo1Gds6', 'https://p.scdn.co/mp3-preview/9e1e9c59354cdd7769128953abb019ee912563a1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Under The Red Cloud', 'Under The Red Cloud', 'Amorphis', 38]
['2r1qOVNDJoi9lAUaTerSSX', 'https://p.scdn.co/mp3-preview/b845bfa9e17b5273751b9ff4e0119d8f0221fe54?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Four Wise Ones', 'Under The Red Cloud', 'Amorphis', 33]
['6gG2mSf71c2jGP1xmXj4LI', 'https://p.scdn.co/mp3-preview/c70e0d096aa42a6f6433896d510cdcd6d087f4c1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bad Blood', 'Under The Red Cloud', 'Amorphis', 36]
['2iRrv8TX2SZlYsa3132Uqa', 'https://p.scdn.co/mp3-preview/f631d16ffedba6c33a000bab9eb595a9c17abf0b?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Skull', 'Under The Red Cloud', 'Amorphis', 27]
['6sY3OkGPn5la0SMxVAPOcK', 'https://p.scdn.co/mp3-preview/12f3bd45c97667909622cb107b71f1f54b855f5a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Death Of A King', 'Under The Red Cloud', 'Amorphis', 40]
['7E9BPwckyOfMH56LVv4zhW', 'https://p.scdn.co/mp3-preview/a856112eb2ed3f362504dc09836c1c1d09ca0e13?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sacrifice', 'Under The Red Cloud', 'Amorphis', 36]
['1ckVZuM2taJkKmYHERFpuy', 'https://p.scdn.co/mp3-preview/aa5c75878d71bc6e8d72daad97e91f91b2e47ae4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dark Path', 'Under The Red Cloud', 'Amorphis', 35]
['7yuDD0i0Z5UCGjYVDVCPKM', 'https://p.scdn.co/mp3-preview/01b05b64b584c1bd12da71a061098a412049217b?cid=802d45d459874f0386ed3e9c79d0c6df', 'Enemy At The Gates', 'Under The Red Cloud', 'Amorphis', 26]
